[INFO ] [2021-07-24 16:52:11,187] Pre-condition - Step 01: Open browser 'firefox' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-24 17:32:32,732] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-24 17:32:32,846] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-24 17:32:35,006] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-24 17:32:35,299]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:32:35,306] User_2_Register - Step 01: Click to Login Link
[INFO ] [2021-07-24 17:32:36,244] User_2_Register - Step 02: Input to Email Textboxkool1804@live.com
[INFO ] [2021-07-24 17:32:36,791] User_2_Register - Step 03: Input to Password Textbox123456
[INFO ] [2021-07-24 17:32:37,025] User_2_Register - Step 04: Click to Login Button
[INFO ] [2021-07-24 17:32:39,719] User_2_Register - Step 05: Verify Home Page Slide is Displayed
[INFO ] [2021-07-24 17:32:39,821]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:32:39,827] Post-Condition: Close browser
[INFO ] [2021-07-24 17:53:10,144] Pre-condition: Open browser 'FIREFOX' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-24 17:53:10,144] Pre-condition: Open browser 'EDGE_CHROMEIUM' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-24 17:53:10,144] Pre-condition: Open browser 'CHROME' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-24 17:53:18,084] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-24 17:53:18,773]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:53:18,775] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-24 17:53:20,936] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-24 17:53:21,597] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-24 17:53:22,335] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-24 17:53:22,763] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-24 17:53:23,218] User_1_Register - Step 07: Input to Password Textboxkool4253@live.com
[INFO ] [2021-07-24 17:53:23,712] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-24 17:53:24,075] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-24 17:53:26,182] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-24 17:53:26,322] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-24 17:53:28,965] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-24 17:53:29,345]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:53:29,346] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-24 17:53:30,030] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-24 17:53:30,192]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:53:30,205] User_2_Register - Step 01: Click to Login Link
[INFO ] [2021-07-24 17:53:31,683] User_2_Register - Step 02: Input to Email Textboxkool4253@live.com
[INFO ] [2021-07-24 17:53:32,674] User_2_Register - Step 03: Input to Password Textbox123456
[INFO ] [2021-07-24 17:53:32,838] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-24 17:53:33,326] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-24 17:53:33,537] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-24 17:53:33,722] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-24 17:53:33,957] User_1_Register - Step 07: Input to Password Textboxkool1477@live.com
[INFO ] [2021-07-24 17:53:34,159] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-24 17:53:34,235] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-24 17:53:34,268] User_2_Register - Step 04: Click to Login Button
[INFO ] [2021-07-24 17:53:34,366] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-24 17:53:34,447]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:53:34,448] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-24 17:53:36,515] User_2_Register - Step 05: Verify Home Page Slide is Displayed
[INFO ] [2021-07-24 17:53:36,668]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:53:36,672] Post-Condition: Close browser
[INFO ] [2021-07-24 17:53:37,823] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-24 17:53:38,064] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-24 17:53:38,410] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-24 17:53:38,761] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-24 17:53:39,061] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-24 17:53:39,245] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-24 17:53:39,509] User_1_Register - Step 07: Input to Password Textboxkool7899@live.com
[INFO ] [2021-07-24 17:53:39,826] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-24 17:53:40,143] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-24 17:53:43,116] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-24 17:53:43,477]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:53:43,486] User_2_Register - Step 01: Click to Login Link
[INFO ] [2021-07-24 17:53:43,901] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-24 17:53:44,032] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-24 17:53:45,912] User_2_Register - Step 02: Input to Email Textboxkool1477@live.com
[INFO ] [2021-07-24 17:53:46,094] User_2_Register - Step 03: Input to Password Textbox123456
[INFO ] [2021-07-24 17:53:46,236] User_2_Register - Step 04: Click to Login Button
[INFO ] [2021-07-24 17:53:49,341] User_2_Register - Step 05: Verify Home Page Slide is Displayed
[INFO ] [2021-07-24 17:53:49,370] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-24 17:53:49,535]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:53:49,538] Post-Condition: Close browser
[INFO ] [2021-07-24 17:53:49,585]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:53:49,589] User_2_Register - Step 01: Click to Login Link
[INFO ] [2021-07-24 17:53:50,784] User_2_Register - Step 02: Input to Email Textboxkool7899@live.com
[INFO ] [2021-07-24 17:53:51,101] User_2_Register - Step 03: Input to Password Textbox123456
[INFO ] [2021-07-24 17:53:51,365] User_2_Register - Step 04: Click to Login Button
[INFO ] [2021-07-24 17:53:54,526] User_2_Register - Step 05: Verify Home Page Slide is Displayed
[INFO ] [2021-07-24 17:53:54,673]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:53:54,676] Post-Condition: Close browser
[INFO ] [2021-07-24 18:45:12,633] Pre-condition: Open browser 'EDGE_CHROMEIUM' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-24 18:45:12,633] Pre-condition: Open browser 'FIREFOX' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-24 18:45:12,633] Pre-condition: Open browser 'CHROME' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-24 18:45:24,994] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-24 18:45:28,258]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 18:45:28,262] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-24 18:45:29,067] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-24 18:45:29,691]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 18:45:29,692] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-24 18:45:30,818] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-24 18:45:31,570] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-24 18:45:33,620] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-24 18:45:34,000] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-24 18:45:34,732] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-24 18:45:35,294] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-24 18:45:35,847] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-24 18:45:36,390] User_1_Register - Step 07: Input to Password Textboxkool6198@live.com
[INFO ] [2021-07-24 18:45:38,939] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-24 18:45:40,815] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-24 18:45:41,174] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-24 18:45:41,467]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 18:45:41,469] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-24 18:45:45,141] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-24 18:45:45,886] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-24 18:45:46,041] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-24 18:45:46,121] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-24 18:45:46,251] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-24 18:45:46,435] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-24 18:45:46,439] User_1_Register - Step 07: Input to Password Textboxkool3011@live.com
[INFO ] [2021-07-24 18:45:46,611] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-24 18:45:46,788] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-24 18:45:49,312] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-24 18:45:50,164] User_1_Register - Step 07: Input to Password Textboxkool9801@live.com
[INFO ] [2021-07-24 18:45:50,295] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-24 18:45:50,597] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-24 18:45:51,274] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-24 18:45:52,883] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-24 18:45:53,146]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 18:45:53,155] User_2_Register - Step 01: Click to Login Link
[INFO ] [2021-07-24 18:45:53,597] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-24 18:45:55,774] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-24 18:45:55,856] User_2_Register - Step 02: Input to Email Textboxkool3011@live.com
[INFO ] [2021-07-24 18:45:56,426] User_2_Register - Step 03: Input to Password Textbox123456
[INFO ] [2021-07-24 18:45:56,902] User_2_Register - Step 04: Click to Login Button
[INFO ] [2021-07-24 18:45:57,205] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-24 18:45:57,264]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 18:45:57,270] User_2_Register - Step 01: Click to Login Link
[INFO ] [2021-07-24 18:45:57,618] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-24 18:46:00,791] User_2_Register - Step 05: Verify Home Page Slide is Displayed
[INFO ] [2021-07-24 18:46:01,036]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 18:46:01,039] Post-Condition: Close browser
[INFO ] [2021-07-24 18:46:02,547] User_2_Register - Step 02: Input to Email Textboxkool6198@live.com
[INFO ] [2021-07-24 18:46:03,220] User_2_Register - Step 03: Input to Password Textbox123456
[INFO ] [2021-07-24 18:46:03,873] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-24 18:46:03,915] User_2_Register - Step 04: Click to Login Button
[INFO ] [2021-07-24 18:46:04,608]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 18:46:04,615] User_2_Register - Step 01: Click to Login Link
[INFO ] [2021-07-24 18:46:07,788] User_2_Register - Step 05: Verify Home Page Slide is Displayed
[INFO ] [2021-07-24 18:46:07,974]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 18:46:07,977] Post-Condition: Close browser
[INFO ] [2021-07-24 18:46:09,925] User_2_Register - Step 02: Input to Email Textboxkool9801@live.com
[INFO ] [2021-07-24 18:46:10,751] User_2_Register - Step 03: Input to Password Textbox123456
[INFO ] [2021-07-24 18:46:11,315] User_2_Register - Step 04: Click to Login Button
[INFO ] [2021-07-24 18:46:13,725] User_2_Register - Step 05: Verify Home Page Slide is Displayed
[INFO ] [2021-07-24 18:46:13,875]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 18:46:13,878] Post-Condition: Close browser
[INFO ] [2021-07-25 15:54:31,149] Pre-condition: Open browser 'FIREFOX' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-25 15:54:31,149] Pre-condition: Open browser 'CHROME' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-25 15:54:31,149] Pre-condition: Open browser 'EDGE_CHROMEIUM' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-25 15:54:48,330] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-25 15:54:49,062]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-25 15:54:49,066] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-25 15:54:53,122] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-25 15:54:53,136] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-25 15:54:54,445]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-25 15:54:54,446] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-25 15:54:54,996] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-25 15:54:59,415] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-25 15:54:59,642] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-25 15:55:01,551] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-25 15:55:01,880] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-25 15:55:02,120]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-25 15:55:02,121] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-25 15:55:02,591] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-25 15:55:03,243] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-25 15:55:03,642] User_1_Register - Step 07: Input to Password Textboxkool2452@live.com
[INFO ] [2021-07-25 15:55:04,079] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-25 15:55:04,408] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-25 15:55:05,075] User_1_Register - Step 07: Input to Password Textboxkool2041@live.com
[INFO ] [2021-07-25 15:55:05,306] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-25 15:55:05,486] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-25 15:55:05,958] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-25 15:55:06,099] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-25 15:55:06,290] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-25 15:55:06,324] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-25 15:55:06,489] User_1_Register - Step 07: Input to Password Textboxkool2697@live.com
[INFO ] [2021-07-25 15:55:06,638] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-25 15:55:06,789] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-25 15:55:07,182] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-25 15:55:09,298] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-25 15:55:09,430] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-25 15:55:11,265] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-25 15:55:11,486] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-25 15:55:16,423] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-25 15:55:17,316] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-25 15:55:17,708]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-25 15:55:17,717] User_2_Register - Step 01: Click to Login Link
[INFO ] [2021-07-25 15:55:17,774]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-25 15:55:17,779] User_2_Register - Step 01: Click to Login Link
[INFO ] [2021-07-25 15:55:20,521] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-25 15:55:20,604] User_2_Register - Step 02: Input to Email Textboxkool2697@live.com
[INFO ] [2021-07-25 15:55:20,988] User_2_Register - Step 03: Input to Password Textbox123456
[INFO ] [2021-07-25 15:55:21,220] User_2_Register - Step 04: Click to Login Button
[INFO ] [2021-07-25 15:55:21,388] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-25 15:55:23,698] User_2_Register - Step 02: Input to Email Textboxkool2452@live.com
[INFO ] [2021-07-25 15:55:24,829] User_2_Register - Step 03: Input to Password Textbox123456
[INFO ] [2021-07-25 15:55:24,911] User_2_Register - Step 05: Verify Home Page Slide is Displayed
[INFO ] [2021-07-25 15:55:25,164]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-25 15:55:25,168] Post-Condition: Close browser
[INFO ] [2021-07-25 15:55:26,045] User_2_Register - Step 04: Click to Login Button
[INFO ] [2021-07-25 15:55:28,641] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-25 15:55:29,296] User_2_Register - Step 05: Verify Home Page Slide is Displayed
[INFO ] [2021-07-25 15:55:29,958]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-25 15:55:29,963] User_2_Register - Step 01: Click to Login Link
[INFO ] [2021-07-25 15:55:30,081]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-25 15:55:30,084] Post-Condition: Close browser
[INFO ] [2021-07-25 15:55:35,900] User_2_Register - Step 02: Input to Email Textboxkool2041@live.com
[INFO ] [2021-07-25 15:55:36,160] User_2_Register - Step 03: Input to Password Textbox123456
[INFO ] [2021-07-25 15:55:36,417] User_2_Register - Step 04: Click to Login Button
[INFO ] [2021-07-25 15:55:39,905] User_2_Register - Step 05: Verify Home Page Slide is Displayed
[INFO ] [2021-07-25 15:55:40,002]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-25 15:55:40,006] Post-Condition: Close browser
[INFO ] [2021-07-25 16:50:56,888] Pre-condition: Open browser 'CHROME' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-25 16:50:56,888] Pre-condition: Open browser 'FIREFOX' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-25 16:50:56,888] Pre-condition: Open browser 'EDGE_CHROMEIUM' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-25 16:51:06,712] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-25 16:51:07,079]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-25 16:51:07,082] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-25 16:51:09,130] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-25 16:51:09,757] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-25 16:51:11,298] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-25 16:51:11,866] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-25 16:51:12,427]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-25 16:51:12,429] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-25 16:51:13,553] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-25 16:51:14,361] User_1_Register - Step 07: Input to Password Textboxkool2782@live.com
[INFO ] [2021-07-25 16:51:15,691] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-25 16:51:16,275] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-25 16:51:17,583] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-25 16:51:18,664] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-25 16:51:19,149] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-25 16:51:19,306] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-25 16:51:19,556]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-25 16:51:19,558] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-25 16:51:22,073] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-25 16:51:22,943] User_1_Register - Step 03: Click to Gender male radio
